country,year,population,life_expectancy_tidy,gni_per_capita_tidy
Ireland,2089,5.72M,90.4,
Iran,2089,100M,87.9,
Iraq,2089,103M,82.4,
Iceland,2089,362k,92.2,
Israel,2089,17.2M,91.2,
Italy,2089,42.2M,91.2,
Jamaica,2089,2.09M,85.1,
Jordan,2089,14M,88.0,
Japan,2089,79.5M,92.8,
Kazakhstan,2089,27.6M,81.3,
Kenya,2089,122M,78.2,
Kyrgyz Republic,2089,10.9M,83.6,
Cambodia,2089,22.2M,80.5,
Kiribati,2089,232k,71.3,
St. Kitts and Nevis,2089,46.3k,71.3,
South Korea,2089,32.2M,91.5,
Kuwait,2089,6.04M,90.5,
Lao,2089,9.01M,80.9,
Lebanon,2089,6.01M,85.6,
Liberia,2089,14.6M,77.3,
Libya,2089,8.28M,86.4,
St. Lucia,2089,135k,83.8,
Liechtenstein,2089,43.8k,,
Sri Lanka,2089,17.1M,87.2,
Lesotho,2089,2.79M,67.8,
Lithuania,2089,1.62M,85.5,
Luxembourg,2089,936k,91.5,
Latvia,2089,1.17M,85.0,
Morocco,2089,46.3M,83.4,
Monaco,2089,59.6k,83.4,
Moldova,2089,2.22M,84.0,
Madagascar,2089,91.5M,78.5,
Maldives,2089,518k,90.1,
Mexico,2089,149M,86.0,
Marshall Islands,2089,70.8k,86.0,
North Macedonia,2089,1.36M,83.4,
Mali,2089,74.8M,74.1,
Malta,2089,368k,90.9,
Myanmar,2089,57.7M,80.0,
Montenegro,2089,484k,84.7,
Mongolia,2089,5.28M,79.5,
Mozambique,2089,113M,73.4,
Mauritania,2089,15.5M,80.5,
Mauritius,2089,901k,85.5,
Malawi,2089,62.2M,80.4,
Malaysia,2089,41M,84.3,
Namibia,2089,5.23M,78.4,
Niger,2089,144M,75.2,
Nigeria,2089,676M,81.1,
Nicaragua,2089,8.52M,86.9,
Netherlands,2089,16M,89.8,
Norway,2089,7.68M,91.1,
Nepal,2089,27.4M,82.9,
Nauru,2089,7340,82.9,
New Zealand,2089,5.97M,90.1,
Oman,2089,7.4M,83.8,
Pakistan,2089,404M,74.6,
Panama,2089,6.48M,89.7,
Peru,2089,40.3M,91.7,
Philippines,2089,151M,81.5,
Palau,2089,15k,81.5,
Papua New Guinea,2089,19.1M,73.9,
Poland,2089,24.7M,87.1,
North Korea,2089,23.8M,84.5,
Portugal,2089,7.28M,90.2,
Paraguay,2089,9.11M,85.5,
Palestine,2089,12M,84.8,
Qatar,2089,4.14M,84.5,
Romania,2089,12.6M,84.8,
Russia,2089,127M,82.9,
Rwanda,2089,32.4M,81.6,
Saudi Arabia,2089,43.5M,84.1,
Sudan,2089,131M,82.5,
Senegal,2089,57.7M,80.4,
Singapore,2089,5.8M,93.2,
Solomon Islands,2089,2.2M,66.5,
Sierra Leone,2089,16.6M,78.9,
El Salvador,2089,5.47M,87.6,
San Marino,2089,29.9k,87.6,
Somalia,2089,67.6M,71.7,
Serbia,2089,4.76M,84.9,
South Sudan,2089,30.1M,76.9,
Sao Tome and Principe,2089,651k,82.0,
Suriname,2089,644k,82.3,
Slovak Republic,2089,3.99M,86.5,
Slovenia,2089,1.69M,89.9,
Sweden,2089,12.6M,91.0,
Eswatini,2089,2.12M,70.5,
Seychelles,2089,93k,83.5,
Syria,2089,36.5M,86.7,
Chad,2089,57.4M,76.1,
Togo,2089,25M,77.7,
Thailand,2089,49.8M,88.6,
Tajikistan,2089,24M,79.9,
Turkmenistan,2089,8.55M,79.8,
Timor-Leste,2089,2.41M,80.9,
Tonga,2089,144k,81.2,
Trinidad and Tobago,2089,1.04M,84.2,
Tunisia,2089,13.4M,87.8,
Turkey,2089,90.7M,89.3,
Tuvalu,2089,19.7k,89.3,
Taiwan,2089,17.1M,89.3,
Tanzania,2089,252M,80.3,
Uganda,2089,132M,80.1,
Ukraine,2089,26M,83.8,
Uruguay,2089,3.33M,86.6,
United States,2089,424M,87.8,
Uzbekistan,2089,43.4M,76.1,
St. Vincent and the Grenadines,2089,83.2k,82.1,
Venezuela,2089,35.7M,85.9,
Vietnam,2089,101M,83.8,
Vanuatu,2089,893k,73.7,
Samoa,2089,315k,79.5,
Yemen,2089,54.7M,76.7,
South Africa,2089,79.9M,76.1,
Zambia,2089,72.7M,75.5,
Zimbabwe,2089,30.7M,73.0,
Afghanistan,2090,76.7M,75.4,
Angola,2090,165M,78.7,
Albania,2090,1.36M,87.3,
Andorra,2090,63.1k,87.3,
United Arab Emirates,2090,12.3M,82.3,
Argentina,2090,57.6M,86.1,
Armenia,2090,2.19M,85.1,
Antigua and Barbuda,2090,105k,84.9,
Australia,2090,40.9M,91.1,
Austria,2090,8.65M,90.9,
Azerbaijan,2090,9.6M,79.5,
Burundi,2090,46.5M,78.6,
Belgium,2090,12.4M,90.0,
Benin,2090,43.2M,76.6,
Burkina Faso,2090,76.8M,76.0,
Bangladesh,2090,164M,87.6,
Bulgaria,2090,3.85M,82.3,
Bahrain,2090,2.34M,85.4,
Bahamas,2090,464k,81.9,
Bosnia and Herzegovina,2090,1.81M,86.3,
Belarus,2090,7.57M,83.3,
Belize,2090,629k,84.3,
Bolivia,2090,17.6M,83.9,
Brazil,2090,192M,86.8,
Barbados,2090,227k,84.4,
Brunei,2090,413k,83.3,
Bhutan,2090,752k,85.1,
Botswana,2090,4.15M,70.3,
Central African Republic,2090,11.5M,66.3,
Canada,2090,54.5M,90.5,
Switzerland,2090,10.7M,92.2,
Chile,2090,18.1M,89.7,
China,2090,1.12B,87.6,
Cote d'Ivoire,2090,88.8M,76.9,
Cameroon,2090,83.8M,77.6,
"Congo, Dem. Rep.",2090,339M,77.9,
"Congo, Rep.",2090,19.1M,75.3,
Colombia,2090,48.3M,90.5,
Comoros,2090,2.11M,79.0,
Cape Verde,2090,632k,84.8,
Costa Rica,2090,5.06M,89.4,
Cuba,2090,7.27M,87.7,
Cyprus,2090,1.32M,89.4,
Czech Republic,2090,10.2M,88.3,
Germany,2090,74.8M,89.8,
Djibouti,2090,1.35M,78.7,
Dominica,2090,55.4k,78.7,
Denmark,2090,6.75M,89.7,
Dominican Republic,2090,11.7M,83.7,
Algeria,2090,70.3M,86.0,
Ecuador,2090,25M,86.9,
Egypt,2090,217M,81.0,
Eritrea,2090,8.73M,76.7,
Spain,2090,34.4M,91.2,
Estonia,2090,887k,86.7,
Ethiopia,2090,287M,83.2,
Finland,2090,5.29M,90.3,
Fiji,2090,1.1M,77.7,
France,2090,65.9M,91.2,
"Micronesia, Fed. Sts.",2090,124k,71.1,
Gabon,2090,5.58M,77.6,
United Kingdom,2090,77.2M,89.5,
Georgia,2090,2.72M,83.3,
Ghana,2090,75.5M,77.9,
Guinea,2090,42.5M,73.1,
Gambia,2090,7.77M,79.6,
Guinea-Bissau,2090,5.43M,74.6,
Equatorial Guinea,2090,4.3M,80.2,
Greece,2090,6.89M,89.3,
Grenada,2090,93.3k,82.6,
Guatemala,2090,31.6M,83.9,
Guyana,2090,613k,75.4,
"Hong Kong, China",2090,7.55M,92.8,
Honduras,2090,14.8M,82.0,
Holy See,2090,790,,
Croatia,2090,2.37M,88.0,
Haiti,2090,15.3M,75.8,
Hungary,2090,7.05M,85.8,
Indonesia,2090,329M,82.3,
India,2090,1.52B,81.9,
Ireland,2090,5.72M,90.5,
Iran,2090,100M,88.0,
Iraq,2090,103M,82.5,
Iceland,2090,361k,92.3,
Israel,2090,17.3M,91.3,
Italy,2090,41.9M,91.3,
Jamaica,2090,2.07M,85.2,
Jordan,2090,14M,88.1,
Japan,2090,79M,92.9,
Kazakhstan,2090,27.6M,81.4,
Kenya,2090,123M,78.4,
Kyrgyz Republic,2090,10.9M,83.8,
Cambodia,2090,22.1M,80.7,
Kiribati,2090,233k,71.4,
St. Kitts and Nevis,2090,46k,71.4,
South Korea,2090,31.9M,91.6,
Kuwait,2090,6.06M,90.6,
Lao,2090,8.96M,81.0,
Lebanon,2090,5.98M,85.7,
Liberia,2090,14.7M,77.4,
Libya,2090,8.26M,86.5,
St. Lucia,2090,133k,83.9,
Liechtenstein,2090,43.9k,,
Sri Lanka,2090,17M,87.3,
Lesotho,2090,2.79M,67.9,
Lithuania,2090,1.61M,85.6,
Luxembourg,2090,940k,91.6,
Latvia,2090,1.16M,85.2,
Morocco,2090,46.2M,83.5,
Monaco,2090,60k,83.5,
Moldova,2090,2.19M,84.1,
Madagascar,2090,92.3M,78.7,
Maldives,2090,515k,90.2,
Mexico,2090,148M,86.1,
Marshall Islands,2090,70.2k,86.1,
North Macedonia,2090,1.35M,83.5,
Mali,2090,75.4M,74.3,
Malta,2090,367k,91.0,
Myanmar,2090,57.5M,80.1,
Montenegro,2090,481k,84.8,
Mongolia,2090,5.3M,79.6,
Mozambique,2090,114M,73.5,
Mauritania,2090,15.6M,80.7,
Mauritius,2090,894k,85.6,
Malawi,2090,62.6M,80.5,
Malaysia,2090,40.9M,84.4,
Namibia,2090,5.25M,78.5,
Niger,2090,146M,75.3,
Nigeria,2090,682M,81.3,
Nicaragua,2090,8.49M,87.0,
Netherlands,2090,16M,89.9,
Norway,2090,7.7M,91.2,
Nepal,2090,27.1M,83.1,
Nauru,2090,7210,83.1,
New Zealand,2090,5.97M,90.2,
Oman,2090,7.39M,83.9,
Pakistan,2090,404M,74.8,
Panama,2090,6.48M,89.8,
Peru,2090,40.2M,91.8,
Philippines,2090,150M,81.6,
Palau,2090,14.9k,81.6,
Papua New Guinea,2090,19.2M,74.0,
Poland,2090,24.5M,87.2,
North Korea,2090,23.7M,84.6,
Portugal,2090,7.25M,90.3,
Paraguay,2090,9.08M,85.6,
Palestine,2090,12M,84.9,
Qatar,2090,4.14M,84.7,
Romania,2090,12.5M,84.9,
Russia,2090,127M,83.1,
Rwanda,2090,32.5M,81.7,
Saudi Arabia,2090,43.4M,84.2,
Sudan,2090,132M,82.6,
Senegal,2090,58.2M,80.6,
Singapore,2090,5.79M,93.3,
Solomon Islands,2090,2.22M,66.6,
Sierra Leone,2090,16.6M,79.0,
El Salvador,2090,5.41M,87.7,
San Marino,2090,29.9k,87.7,
Somalia,2090,68.4M,71.8,
Serbia,2090,4.71M,85.0,
South Sudan,2090,30.3M,77.0,
Sao Tome and Principe,2090,657k,82.1,
Suriname,2090,641k,82.4,
Slovak Republic,2090,3.97M,86.6,
Slovenia,2090,1.69M,90.0,
Sweden,2090,12.7M,91.1,
Eswatini,2090,2.12M,70.6,
Seychelles,2090,92.7k,83.6,
Syria,2090,36.5M,86.8,
Chad,2090,57.8M,76.3,
Togo,2090,25.2M,77.8,
Thailand,2090,49.5M,88.7,
Tajikistan,2090,24.1M,80.0,
Turkmenistan,2090,8.54M,79.9,
Timor-Leste,2090,2.41M,81.0,
Tonga,2090,144k,81.4,
Trinidad and Tobago,2090,1.04M,84.3,
Tunisia,2090,13.3M,87.9,
Turkey,2090,90.3M,89.4,
Tuvalu,2090,19.7k,89.4,
Taiwan,2090,17M,89.4,
Tanzania,2090,255M,80.5,
Uganda,2090,133M,80.3,
Ukraine,2090,25.9M,83.9,
Uruguay,2090,3.32M,86.7,
United States,2090,424M,87.9,
Uzbekistan,2090,43.3M,76.2,
St. Vincent and the Grenadines,2090,82.4k,82.2,
Venezuela,2090,35.6M,86.0,
Vietnam,2090,101M,83.9,
Vanuatu,2090,900k,73.8,
Samoa,2090,315k,79.6,
Yemen,2090,54.6M,76.8,
South Africa,2090,79.9M,76.3,
Zambia,2090,73.6M,75.7,
Zimbabwe,2090,30.8M,73.1,
Afghanistan,2091,76.6M,75.5,
Angola,2091,168M,78.8,
Albania,2091,1.33M,87.4,
Andorra,2091,63k,87.4,
United Arab Emirates,2091,12.3M,82.4,
Argentina,2091,57.5M,86.2,
Armenia,2091,2.18M,85.2,
Antigua and Barbuda,2091,105k,85.0,
Australia,2091,41.1M,91.3,
Austria,2091,8.65M,91.0,
Azerbaijan,2091,9.56M,79.6,
Burundi,2091,46.9M,78.8,
Belgium,2091,12.4M,90.1,
Benin,2091,43.6M,76.7,
Burkina Faso,2091,77.5M,76.2,
Bangladesh,2091,163M,87.7,
Bulgaria,2091,3.82M,82.4,
Bahrain,2091,2.33M,85.5,
Bahamas,2091,464k,82.1,
Bosnia and Herzegovina,2091,1.79M,86.4,
Belarus,2091,7.56M,83.4,
Belize,2091,628k,84.5,
Bolivia,2091,17.6M,84.0,
Brazil,2091,191M,86.9,
Barbados,2091,226k,84.5,
Brunei,2091,411k,83.4,
Bhutan,2091,745k,85.2,
Botswana,2091,4.15M,70.5,
Central African Republic,2091,11.5M,66.4,
Canada,2091,54.8M,90.6,
Switzerland,2091,10.7M,92.3,
Chile,2091,18M,89.8,
China,2091,1.11B,87.7,
Cote d'Ivoire,2091,89.7M,77.1,
Cameroon,2091,84.5M,77.7,
"Congo, Dem. Rep.",2091,341M,78.0,
"Congo, Rep.",2091,19.3M,75.4,
Colombia,2091,48M,90.7,
Comoros,2091,2.12M,79.1,
Cape Verde,2091,629k,84.9,
Costa Rica,2091,5.03M,89.5,
Cuba,2091,7.2M,87.8,
Cyprus,2091,1.32M,89.5,
Czech Republic,2091,10.2M,88.4,
Germany,2091,74.7M,90.0,
Djibouti,2091,1.35M,78.9,
Dominica,2091,55k,78.9,
Denmark,2091,6.76M,89.8,
Dominican Republic,2091,11.7M,83.8,
Algeria,2091,70.4M,86.1,
Ecuador,2091,24.9M,87.0,
Egypt,2091,218M,81.2,
Eritrea,2091,8.77M,76.8,
Spain,2091,34.3M,91.3,
Estonia,2091,882k,86.8,
Ethiopia,2091,288M,83.3,
Finland,2091,5.29M,90.5,
Fiji,2091,1.09M,77.9,
France,2091,65.9M,91.3,
"Micronesia, Fed. Sts.",2091,124k,71.2,
Gabon,2091,5.61M,77.7,
United Kingdom,2091,77.3M,89.6,
Georgia,2091,2.7M,83.4,
Ghana,2091,75.9M,78.0,
Guinea,2091,42.8M,73.2,
Gambia,2091,7.82M,79.8,
Guinea-Bissau,2091,5.46M,74.8,
Equatorial Guinea,2091,4.32M,80.3,
Greece,2091,6.86M,89.4,
Grenada,2091,92.6k,82.7,
Guatemala,2091,31.6M,84.0,
Guyana,2091,605k,75.5,
"Hong Kong, China",2091,7.55M,92.9,
Honduras,2091,14.7M,82.1,
Holy See,2091,789,,
Croatia,2091,2.35M,88.1,
Haiti,2091,15.2M,75.9,
Hungary,2091,7.03M,85.9,
Indonesia,2091,328M,82.5,
India,2091,1.51B,82.1,
Ireland,2091,5.72M,90.6,
Iran,2091,100M,88.1,
Iraq,2091,104M,82.7,
Iceland,2091,360k,92.4,
Israel,2091,17.4M,91.4,
Italy,2091,41.7M,91.4,
Jamaica,2091,2.04M,85.3,
Jordan,2091,14M,88.2,
Japan,2091,78.6M,93.0,
Kazakhstan,2091,27.7M,81.5,
Kenya,2091,123M,78.5,
Kyrgyz Republic,2091,10.9M,83.9,
Cambodia,2091,22.1M,80.8,
Kiribati,2091,234k,71.6,
St. Kitts and Nevis,2091,45.8k,71.6,
South Korea,2091,31.6M,91.7,
Kuwait,2091,6.07M,90.7,
Lao,2091,8.91M,81.1,
Lebanon,2091,5.95M,85.8,
Liberia,2091,14.8M,77.5,
Libya,2091,8.24M,86.7,
St. Lucia,2091,132k,84.0,
Liechtenstein,2091,44.1k,,
Sri Lanka,2091,16.8M,87.4,
Lesotho,2091,2.78M,68.1,
Lithuania,2091,1.6M,85.7,
Luxembourg,2091,945k,91.7,
Latvia,2091,1.16M,85.3,
Morocco,2091,46.1M,83.6,
Monaco,2091,60.5k,83.6,
Moldova,2091,2.18M,84.3,
Madagascar,2091,93.2M,78.8,
Maldives,2091,512k,90.3,
Mexico,2091,147M,86.3,
Marshall Islands,2091,69.6k,86.3,
North Macedonia,2091,1.34M,83.6,
Mali,2091,76M,74.3,
Malta,2091,366k,91.1,
Myanmar,2091,57.2M,80.3,
Montenegro,2091,479k,84.9,
Mongolia,2091,5.31M,79.8,
Mozambique,2091,115M,73.7,
Mauritania,2091,15.8M,80.8,
Mauritius,2091,887k,85.7,
Malawi,2091,63.1M,80.7,
Malaysia,2091,40.8M,84.5,
Namibia,2091,5.27M,78.7,
Niger,2091,148M,75.5,
Nigeria,2091,688M,81.4,
Nicaragua,2091,8.45M,87.1,
Netherlands,2091,16M,90.0,
Norway,2091,7.73M,91.3,
Nepal,2091,26.7M,83.2,
Nauru,2091,7070,83.2,
New Zealand,2091,5.97M,90.3,
Oman,2091,7.38M,84.0,
Pakistan,2091,405M,74.9,
Panama,2091,6.47M,90.0,
Peru,2091,40.1M,91.9,
Philippines,2091,150M,81.8,
Palau,2091,14.9k,81.8,
Papua New Guinea,2091,19.3M,74.2,
Poland,2091,24.3M,87.3,
North Korea,2091,23.6M,84.8,
Portugal,2091,7.22M,90.5,
Paraguay,2091,9.05M,85.7,
Palestine,2091,12M,85.0,
Qatar,2091,4.14M,84.8,
Romania,2091,12.5M,85.0,
Russia,2091,127M,83.2,
Rwanda,2091,32.6M,81.9,
Saudi Arabia,2091,43.3M,84.3,
Sudan,2091,133M,82.8,
Senegal,2091,58.8M,80.7,
Singapore,2091,5.78M,93.4,
Solomon Islands,2091,2.24M,66.7,
Sierra Leone,2091,16.6M,79.2,
El Salvador,2091,5.35M,87.8,
San Marino,2091,29.9k,87.8,
Somalia,2091,69.1M,71.9,
Serbia,2091,4.66M,85.1,
South Sudan,2091,30.5M,77.1,
Sao Tome and Principe,2091,663k,82.3,
Suriname,2091,639k,82.6,
Slovak Republic,2091,3.96M,86.7,
Slovenia,2091,1.69M,90.2,
Sweden,2091,12.7M,91.2,
Eswatini,2091,2.13M,70.8,
Seychelles,2091,92.3k,83.7,
Syria,2091,36.5M,86.9,
Chad,2091,58.3M,76.4,
Togo,2091,25.3M,77.9,
Thailand,2091,49.1M,88.8,
Tajikistan,2091,24.3M,80.1,
Turkmenistan,2091,8.53M,80.0,
Timor-Leste,2091,2.41M,81.2,
Tonga,2091,143k,81.5,
Trinidad and Tobago,2091,1.03M,84.5,
Tunisia,2091,13.3M,88.0,
Turkey,2091,89.9M,89.5,
Tuvalu,2091,19.8k,89.5,
Taiwan,2091,16.9M,89.5,
Tanzania,2091,258M,80.6,
Uganda,2091,133M,80.4,
Ukraine,2091,25.7M,84.0,
Uruguay,2091,3.3M,86.8,
United States,2091,425M,88.0,
Uzbekistan,2091,43.2M,76.3,
St. Vincent and the Grenadines,2091,81.6k,82.3,
Venezuela,2091,35.5M,86.2,
Vietnam,2091,100M,84.0,
Vanuatu,2091,908k,74.0,
Samoa,2091,315k,79.8,
Yemen,2091,54.5M,76.9,
South Africa,2091,79.8M,76.4,
Zambia,2091,74.4M,75.8,
Zimbabwe,2091,30.8M,73.3,
Afghanistan,2092,76.4M,75.7,
Angola,2092,170M,79.0,
Albania,2092,1.3M,87.5,
Andorra,2092,62.9k,87.5,
United Arab Emirates,2092,12.4M,82.5,
Argentina,2092,57.5M,86.3,
Armenia,2092,2.16M,85.3,
Antigua and Barbuda,2092,104k,85.1,
Australia,2092,41.3M,91.4,
Austria,2092,8.65M,91.1,
Azerbaijan,2092,9.52M,79.7,
Burundi,2092,47.4M,78.9,
Belgium,2092,12.4M,90.2,
Benin,2092,44M,76.8,
Burkina Faso,2092,78.2M,76.3,
Bangladesh,2092,162M,87.8,
Bulgaria,2092,3.8M,82.5,
Bahrain,2092,2.32M,85.6,
Bahamas,2092,463k,82.2,
Bosnia and Herzegovina,2092,1.77M,86.5,
Belarus,2092,7.54M,83.5,
Belize,2092,628k,84.6,
Bolivia,2092,17.6M,84.1,
Brazil,2092,190M,87.0,
Barbados,2092,224k,84.6,
Brunei,2092,409k,83.5,
Bhutan,2092,739k,85.3,
Botswana,2092,4.15M,70.6,
Central African Republic,2092,11.5M,66.5,
Canada,2092,55M,90.7,
Switzerland,2092,10.8M,92.4,
Chile,2092,17.9M,89.9,
China,2092,1.11B,87.8,
Cote d'Ivoire,2092,90.5M,77.2,
Cameroon,2092,85.2M,77.8,
"Congo, Dem. Rep.",2092,344M,78.1,
"Congo, Rep.",2092,19.5M,75.5,
Colombia,2092,47.7M,90.8,
Comoros,2092,2.13M,79.3,
Cape Verde,2092,627k,85.0,
Costa Rica,2092,5.01M,89.6,
Cuba,2092,7.14M,87.9,
Cyprus,2092,1.32M,89.6,
Czech Republic,2092,10.2M,88.5,
Germany,2092,74.7M,90.1,
Djibouti,2092,1.35M,79.0,
Dominica,2092,54.6k,79.0,
Denmark,2092,6.77M,89.9,
Dominican Republic,2092,11.6M,83.9,
Algeria,2092,70.5M,86.2,
Ecuador,2092,24.9M,87.1,
Egypt,2092,219M,81.3,
Eritrea,2092,8.81M,76.9,
Spain,2092,34.2M,91.4,
Estonia,2092,877k,86.9,
Ethiopia,2092,289M,83.5,
Finland,2092,5.28M,90.6,
Fiji,2092,1.09M,78.0,
France,2092,65.9M,91.4,
"Micronesia, Fed. Sts.",2092,123k,71.3,
Gabon,2092,5.64M,77.8,
United Kingdom,2092,77.4M,89.7,
Georgia,2092,2.68M,83.5,
Ghana,2092,76.3M,78.1,
Guinea,2092,43.1M,73.3,
Gambia,2092,7.86M,79.9,
Guinea-Bissau,2092,5.49M,74.9,
Equatorial Guinea,2092,4.34M,80.4,
Greece,2092,6.83M,89.5,
Grenada,2092,91.9k,82.9,
Guatemala,2092,31.6M,84.1,
Guyana,2092,597k,75.7,
"Hong Kong, China",2092,7.56M,93.0,
Honduras,2092,14.7M,82.2,
Holy See,2092,790,,
Croatia,2092,2.33M,88.2,
Haiti,2092,15.2M,76.0,
Hungary,2092,7.01M,86.0,
Indonesia,2092,328M,82.6,
India,2092,1.5B,82.2,
Ireland,2092,5.72M,90.7,
Iran,2092,100M,88.3,
Iraq,2092,104M,82.8,
Iceland,2092,359k,92.5,
Israel,2092,17.5M,91.5,
Italy,2092,41.5M,91.5,
Jamaica,2092,2.01M,85.5,
Jordan,2092,13.9M,88.3,
Japan,2092,78.2M,93.1,
Kazakhstan,2092,27.7M,81.7,
Kenya,2092,123M,78.7,
Kyrgyz Republic,2092,10.9M,84.0,
Cambodia,2092,22M,80.9,
Kiribati,2092,235k,71.7,
St. Kitts and Nevis,2092,45.5k,71.7,
South Korea,2092,31.4M,91.8,
Kuwait,2092,6.09M,90.8,
Lao,2092,8.86M,81.3,
Lebanon,2092,5.93M,85.9,
Liberia,2092,14.9M,77.6,
Libya,2092,8.22M,86.8,
St. Lucia,2092,131k,84.2,
Liechtenstein,2092,44.2k,,
Sri Lanka,2092,16.7M,87.5,
Lesotho,2092,2.77M,68.2,
Lithuania,2092,1.59M,85.8,
Luxembourg,2092,949k,91.8,
Latvia,2092,1.15M,85.4,
Morocco,2092,45.9M,83.7,
Monaco,2092,60.9k,83.7,
Moldova,2092,2.16M,84.4,
Madagascar,2092,94M,79.0,
Maldives,2092,509k,90.4,
Mexico,2092,147M,86.3,
Marshall Islands,2092,68.9k,86.3,
North Macedonia,2092,1.33M,83.7,
Mali,2092,76.5M,74.5,
Malta,2092,365k,91.2,
Myanmar,2092,57M,80.4,
Montenegro,2092,476k,85.0,
Mongolia,2092,5.32M,79.9,
Mozambique,2092,116M,73.8,
Mauritania,2092,15.9M,80.9,
Mauritius,2092,879k,85.8,
Malawi,2092,63.5M,80.8,
Malaysia,2092,40.7M,84.6,
Namibia,2092,5.28M,78.8,
Niger,2092,150M,75.6,
Nigeria,2092,693M,81.5,
Nicaragua,2092,8.42M,87.2,
Netherlands,2092,15.9M,90.1,
Norway,2092,7.75M,91.4,
Nepal,2092,26.4M,83.3,
Nauru,2092,6940,83.3,
New Zealand,2092,5.98M,90.4,
Oman,2092,7.37M,84.1,
Pakistan,2092,405M,75.0,
Panama,2092,6.47M,90.1,
Peru,2092,40M,92.0,
Philippines,2092,150M,81.9,
Palau,2092,14.8k,81.9,
Papua New Guinea,2092,19.3M,74.3,
Poland,2092,24.2M,87.5,
North Korea,2092,23.5M,84.9,
Portugal,2092,7.19M,90.6,
Paraguay,2092,9.02M,85.9,
Palestine,2092,12.1M,85.1,
Qatar,2092,4.14M,84.9,
Romania,2092,12.4M,85.1,
Russia,2092,127M,83.3,
Rwanda,2092,32.7M,82.0,
Saudi Arabia,2092,43.2M,84.4,
Sudan,2092,134M,82.9,
Senegal,2092,59.4M,80.8,
Singapore,2092,5.77M,93.5,
Solomon Islands,2092,2.26M,66.8,
Sierra Leone,2092,16.6M,79.3,
El Salvador,2092,5.28M,88.0,
San Marino,2092,29.8k,88.0,
Somalia,2092,69.9M,72.1,
Serbia,2092,4.61M,85.2,
South Sudan,2092,30.6M,77.2,
Sao Tome and Principe,2092,668k,82.4,
Suriname,2092,636k,82.7,
Slovak Republic,2092,3.94M,86.8,
Slovenia,2092,1.69M,90.3,
Sweden,2092,12.7M,91.3,
Eswatini,2092,2.13M,70.9,
Seychelles,2092,91.9k,83.8,
Syria,2092,36.5M,87.0,
Chad,2092,58.7M,76.5,
Togo,2092,25.5M,78.0,
Thailand,2092,48.7M,88.9,
Tajikistan,2092,24.4M,80.3,
Turkmenistan,2092,8.52M,80.2,
Timor-Leste,2092,2.4M,81.3,
Tonga,2092,143k,81.6,
Trinidad and Tobago,2092,1.02M,84.6,
Tunisia,2092,13.3M,88.1,
Turkey,2092,89.5M,89.7,
Tuvalu,2092,19.8k,89.7,
Taiwan,2092,16.8M,89.6,
Tanzania,2092,261M,80.8,
Uganda,2092,134M,80.6,
Ukraine,2092,25.6M,84.2,
Uruguay,2092,3.29M,86.9,
United States,2092,426M,88.1,
Uzbekistan,2092,43.1M,76.5,
St. Vincent and the Grenadines,2092,80.8k,82.5,
Venezuela,2092,35.4M,86.3,
Vietnam,2092,100M,84.2,
Vanuatu,2092,915k,74.1,
Samoa,2092,314k,79.9,
Yemen,2092,54.4M,77.0,
South Africa,2092,79.8M,76.5,
Zambia,2092,75.2M,76.0,
Zimbabwe,2092,30.9M,73.4,
Afghanistan,2093,76.3M,75.8,
Angola,2093,172M,79.1,
Albania,2093,1.27M,87.6,
Andorra,2093,62.9k,87.6,
United Arab Emirates,2093,12.5M,82.6,
Argentina,2093,57.4M,86.5,
Armenia,2093,2.15M,85.4,
Antigua and Barbuda,2093,104k,85.2,
Australia,2093,41.5M,91.5,
Austria,2093,8.65M,91.2,
Azerbaijan,2093,9.48M,79.9,
Burundi,2093,47.9M,79.1,
Belgium,2093,12.4M,90.3,
Benin,2093,44.4M,77.0,
Burkina Faso,2093,78.8M,76.4,
Bangladesh,2093,161M,87.9,
Bulgaria,2093,3.77M,82.6,
Bahrain,2093,2.31M,85.7,
Bahamas,2093,463k,82.3,
Bosnia and Herzegovina,2093,1.75M,86.6,
Belarus,2093,7.53M,83.6,
Belize,2093,627k,84.7,
Bolivia,2093,17.6M,84.3,
Brazil,2093,189M,87.2,
Barbados,2093,223k,84.7,
Brunei,2093,406k,83.6,
Bhutan,2093,732k,85.5,
Botswana,2093,4.16M,70.7,
Central African Republic,2093,11.5M,66.7,
Canada,2093,55.2M,90.8,
Switzerland,2093,10.8M,92.5,
Chile,2093,17.8M,90.0,
China,2093,1.1B,87.9,
Cote d'Ivoire,2093,91.3M,77.3,
Cameroon,2093,85.9M,78.0,
"Congo, Dem. Rep.",2093,346M,78.2,
"Congo, Rep.",2093,19.7M,75.6,
Colombia,2093,47.4M,90.9,
Comoros,2093,2.13M,79.4,
Cape Verde,2093,624k,85.2,
Costa Rica,2093,4.98M,89.7,
Cuba,2093,7.08M,88.0,
Cyprus,2093,1.32M,89.7,
Czech Republic,2093,10.2M,88.6,
Germany,2093,74.7M,90.2,
Djibouti,2093,1.35M,79.2,
Dominica,2093,54.1k,79.2,
Denmark,2093,6.78M,90.0,
Dominican Republic,2093,11.5M,84.0,
Algeria,2093,70.5M,86.3,
Ecuador,2093,24.9M,87.2,
Egypt,2093,220M,81.4,
Eritrea,2093,8.85M,77.1,
Spain,2093,34M,91.5,
